session_id,client_id,turn_number,sender,receiver,message,timestamp
0996e012-02a4-4b87-9751-3bd705b8ef6c,01cadbbb-8dae-4397-a2d2-d3a6ab8cae75,1,representative,client,Domino's Pizza The pizza I received was cold and the toppings were not evenly distributed. Very disappointed.,2024-05-01 18:59:40.576
0996e012-02a4-4b87-9751-3bd705b8ef6c,78bc4170-57a5-41e9-9b7c-2a393bc30f58,1,representative,client,"I ordered a pizza from your restaurant and not only was it cold, but it also had the wrong toppings on it. This is unacceptable and I am extremely disappointed with the service.",2024-05-01 18:59:40.606
0996e012-02a4-4b87-9751-3bd705b8ef6c,000302b0-d84d-4218-b772-2f4e2ccfc30b,1,representative,client,"I ordered a pizza from your store and it arrived late, cold, and with the wrong toppings. This is unacceptable, especially since I paid extra for delivery. Please take care of this issue immediately.",2024-05-01 18:59:40.628
0996e012-02a4-4b87-9751-3bd705b8ef6c,3293d98c-1a36-409c-9617-6c8347e653b1,1,representative,client,I am really disappointed with the pizza I received. It was burnt and the toppings were sparse. Not worth the money at all.,2024-05-01 18:59:40.635
0996e012-02a4-4b87-9751-3bd705b8ef6c,1d5a9e60-e153-4dd3-946a-b7cbf7379754,1,representative,client,"Pizza Hut, I'm so disappointed in the quality of the pizza I received. The crust was soggy and the toppings were barely there. Not what I expected from your restaurant.",2024-05-01 18:59:40.637
0996e012-02a4-4b87-9751-3bd705b8ef6c,a8a12dbd-2b55-415a-a8f5-d6ba06d38e03,1,representative,client,"Hey Dominos, I ordered a pizza online and paid for extra toppings, but when it arrived, it was missing half of them! Not cool.",2024-05-01 18:59:40.651
0996e012-02a4-4b87-9751-3bd705b8ef6c,7462dd0a-3e5e-4fea-85df-7806ffe4b296,1,representative,client,I ordered a pizza from your restaurant and it arrived cold and soggy. This is unacceptable and I demand a refund.,2024-05-01 18:59:40.649
0996e012-02a4-4b87-9751-3bd705b8ef6c,c5073ff8-11fd-45cf-b461-aba29ae0d84e,1,representative,client,Domino's I ordered a pepperoni pizza and you guys gave me a vegetarian pizza! I am extremely disappointed and will not be ordering from you again.,2024-05-01 18:59:40.668
0996e012-02a4-4b87-9751-3bd705b8ef6c,00b36d36-50c7-49c1-9cb0-644744abc029,1,representative,client,"I am extremely disappointed with my pizza order. The crust was burnt, the toppings were barely there, and the delivery took way longer than the estimated time. This is unacceptable and I will not be ordering from here again.",2024-05-01 18:59:40.729
0996e012-02a4-4b87-9751-3bd705b8ef6c,f8d3bc3f-1ad3-4bba-9e6e-385b5cd4ef5a,1,representative,client,"Hi Dominos, I recently ordered a pizza from your store and I was disappointed to find that it was undercooked and the toppings were not evenly spread. This is unacceptable and I would appreciate a refund or a replacement. Thank you.",2024-05-01 18:59:40.730
0996e012-02a4-4b87-9751-3bd705b8ef6c,f4643f1d-543c-4f03-aa2c-2e05344959c1,1,representative,client,"Pizza Hut, I ordered a pepperoni pizza and it came with barely any toppings on it. Disappointing.",2024-05-01 18:59:40.748
0996e012-02a4-4b87-9751-3bd705b8ef6c,02c63123-5d53-4911-aca0-50f696d49a64,1,representative,client,I ordered a pizza from your restaurant and it arrived cold and soggy. This is unacceptable and I am very disappointed in the quality of your food.,2024-05-01 18:59:40.787
0996e012-02a4-4b87-9751-3bd705b8ef6c,67540c13-60d5-4b56-ada2-e6942812afb6,1,representative,client,I ordered a pizza from your restaurant and it arrived cold and soggy. The toppings were also not what I requested. Very disappointing. Please improve your quality control.,2024-05-01 18:59:40.818
0996e012-02a4-4b87-9751-3bd705b8ef6c,ebb65874-9cd5-42c6-97ee-932ba0edf9f9,1,representative,client,"Domino's, I ordered a pepperoni pizza and received a cheese pizza instead. This is the third time this has happened and I am extremely disappointed. Please fix this issue.",2024-05-01 18:59:40.824
0996e012-02a4-4b87-9751-3bd705b8ef6c,bfe4ff9d-52d2-4b35-85d7-9c1d7e489638,1,representative,client,"Hi there, I ordered a pizza from your restaurant last night and I was extremely disappointed with the quality. The crust was burnt and the toppings were not evenly distributed. I am not happy with my experience and I hope you can improve in the future. Thank you.",2024-05-01 18:59:40.825
0996e012-02a4-4b87-9751-3bd705b8ef6c,cf78195b-1467-46cb-95ff-6582effe43ca,1,representative,client,I ordered a large pepperoni pizza from your restaurant and it was delivered cold and with missing toppings. This is unacceptable.,2024-05-01 18:59:40.826
0996e012-02a4-4b87-9751-3bd705b8ef6c,45c9bd65-dd8b-480f-8326-69aea87d303b,1,representative,client,"I'm sorry, I cannot generate a complaint without a product and feeling specified. Please provide the necessary information.",2024-05-01 18:59:40.837
0996e012-02a4-4b87-9751-3bd705b8ef6c,da9b0d22-e4b8-4896-804c-a9af7aa9ad3c,1,representative,client,"Papa John's, I just received my pizza and it's completely burnt! This is unacceptable and ruins my entire meal experience. What are you going to do about this?",2024-05-01 18:59:40.876
0996e012-02a4-4b87-9751-3bd705b8ef6c,9c757919-c446-4c0e-b396-58ffa1c7ad8a,1,representative,client,This pizza does not taste like what I ordered. The crust is soggy and the toppings are not evenly distributed. I am very disappointed.,2024-05-01 18:59:40.924
0996e012-02a4-4b87-9751-3bd705b8ef6c,f6864b6a-a84e-40b5-939a-db6735b45371,1,representative,client,Why does your pizza have to take so long to deliver? I'm starving and I ordered over an hour ago! This is ridiculous.,2024-05-01 18:59:40.936
0996e012-02a4-4b87-9751-3bd705b8ef6c,f75a3dbf-3904-44fb-b0a3-ae2e28424421,1,representative,client,"Hi Domino's, I just received my pizza and it's completely burnt! I was really looking forward to this and now I can't even eat it. Can you please make sure this doesn't happen again in the future? Thank you.",2024-05-01 18:59:40.942
0996e012-02a4-4b87-9751-3bd705b8ef6c,0f92bcdd-d758-4e73-a575-805e31a99acc,1,representative,client,"I am extremely disappointed with the pizza I received from your store. It was undercooked, the toppings were sparse, and it was overall a very disappointing experience. I expect better from a well-known pizza chain like yours. Please address this issue and improve the quality of your products.",2024-05-01 18:59:40.941
0996e012-02a4-4b87-9751-3bd705b8ef6c,5cc5da20-c33e-485f-8759-f0ad9ccf6635,1,representative,client,This pizza was delivered cold and the toppings were all messed up. Not happy with the quality at all.,2024-05-01 18:59:40.956
0996e012-02a4-4b87-9751-3bd705b8ef6c,e8d30786-1e6c-42b1-818d-a9374d639594,1,representative,client,"Hi there, I just ordered a pizza from your restaurant and I'm really disappointed. The toppings were all wrong and the crust was burnt. Can I please get a refund or a new pizza?",2024-05-01 18:59:40.962
0996e012-02a4-4b87-9751-3bd705b8ef6c,51326f02-7b16-40df-ad06-96738529dc91,1,representative,client,Can I speak to a manager? I ordered a pizza from your restaurant and it arrived completely cold. This is unacceptable and I am extremely disappointed with the service.,2024-05-01 18:59:40.963
0996e012-02a4-4b87-9751-3bd705b8ef6c,ae342015-628a-4e32-b5d1-33b69d552de8,1,representative,client,"Dominos I ordered a pizza and it arrived cold and soggy. Not impressed with the quality, considering I paid extra for delivery.",2024-05-01 18:59:40.987
0996e012-02a4-4b87-9751-3bd705b8ef6c,a0415671-8342-481f-a211-1a3777a7d21b,1,representative,client,I ordered a pizza from your restaurant and it arrived cold and soggy. This is unacceptable and I am extremely disappointed. Please make sure this does not happen again.,2024-05-01 18:59:41.007
0996e012-02a4-4b87-9751-3bd705b8ef6c,baa5b778-4bfa-4e1a-8124-734a6e06706a,1,representative,client,"I am really disappointed with my pizza from Domino's. It was not cooked properly and the toppings were missing. I paid for a full pizza and got half of it. Not cool, guys.",2024-05-01 18:59:41.008
0996e012-02a4-4b87-9751-3bd705b8ef6c,2f87d364-03e2-48a0-bc20-a0f589f9b9fe,1,representative,client,"Sorry to say this, but I am extremely disappointed with the pizza I ordered from your restaurant. It was overcooked and tasted burnt. I was really looking forward to enjoying a delicious pizza, but instead I was left with a charred and unappetizing meal. I hope you can improve the quality of your pizzas in the future.",2024-05-01 18:59:41.038
0996e012-02a4-4b87-9751-3bd705b8ef6c,1888f10c-99aa-47a4-86aa-379b9efb8f67,1,representative,client,I ordered a pizza from your restaurant and it arrived cold and soggy. This is unacceptable and I am extremely disappointed. Please ensure this does not happen again.,2024-05-01 18:59:41.039
0996e012-02a4-4b87-9751-3bd705b8ef6c,ca5dce5f-aea0-4bb6-84ce-52edc9f5a2be,1,representative,client,I ordered a pizza from your restaurant and it arrived cold and soggy. This is unacceptable and I demand a refund.,2024-05-01 18:59:41.065
0996e012-02a4-4b87-9751-3bd705b8ef6c,70c7aba0-b69e-4c3e-a6ae-6ad424576482,1,representative,client,"Domino's Pizza, I am extremely disappointed with my order. The pizza was cold and tasted stale. This is unacceptable and I expect a full refund.",2024-05-01 18:59:41.090
0996e012-02a4-4b87-9751-3bd705b8ef6c,2d47222b-b1b6-46e5-9cff-f836ace5bbeb,1,representative,client,"Papa John's, I ordered a pizza for delivery over an hour ago and still haven't received it. This is unacceptable and I am very disappointed.",2024-05-01 18:59:41.139
0996e012-02a4-4b87-9751-3bd705b8ef6c,d2b878d5-6b1d-4a97-b5df-0d80c5bf65b7,1,representative,client,"Pizza Hut, I am extremely frustrated with my order. I specifically requested no onions, and yet my pizza arrived with a mountain of onions on top. I am allergic to onions and now I cannot eat this pizza. This is unacceptable and I expect a full refund.",2024-05-01 18:59:41.142
0996e012-02a4-4b87-9751-3bd705b8ef6c,9129918a-9f80-4044-9c41-eadfcf570fd0,1,representative,client,This pizza tastes like cardboard and the delivery was over an hour late. Completely unacceptable.,2024-05-01 18:59:41.196
0996e012-02a4-4b87-9751-3bd705b8ef6c,1286dce3-a0a2-4ff2-9eb7-36ebf7ba63e8,1,representative,client,I ordered a pizza from your restaurant and it arrived cold and soggy. I am very disappointed and I expect better quality from your establishment.,2024-05-01 18:59:41.200
0996e012-02a4-4b87-9751-3bd705b8ef6c,3658d9e6-ed45-4de1-b04f-977541032126,1,representative,client,I ordered a pizza from your restaurant and it arrived cold and soggy. This is unacceptable and ruined my meal.,2024-05-01 18:59:41.199
0996e012-02a4-4b87-9751-3bd705b8ef6c,53da3e97-c69c-4a73-a509-ead77923acf5,1,representative,client,"Domino's I ordered a pizza online and it was supposed to be delivered 30 minutes ago, but it still hasn't arrived. This is unacceptable.",2024-05-01 18:59:41.204
0996e012-02a4-4b87-9751-3bd705b8ef6c,7a9bd967-305d-47fb-a7a5-1f0dac86d715,1,representative,client,"I ordered a pizza last night and it was cold and soggy when it arrived. I am very disappointed, as I was looking forward to a hot, fresh pizza. Is there anything you can do to make this right?",2024-05-01 18:59:41.224
0996e012-02a4-4b87-9751-3bd705b8ef6c,66437143-d4de-4b6d-afdd-f2339b682f9b,1,representative,client,"Complaint: I ordered a pepperoni pizza from your restaurant and it arrived with barely any toppings! This is unacceptable, especially for the price I paid. Disappointed and hungry.",2024-05-01 18:59:41.238
0996e012-02a4-4b87-9751-3bd705b8ef6c,97131de8-509e-4abb-b460-86802fbc7293,1,representative,client,I ordered a pizza from your restaurant and it was completely burnt. I am disappointed and would like a refund or a new pizza.,2024-05-01 18:59:41.242
0996e012-02a4-4b87-9751-3bd705b8ef6c,3f4e67da-28a3-4840-a680-89a6aca0ba8e,1,representative,client,Domino's I ordered a pizza and it arrived cold and soggy. I am disappointed with the quality of your product.,2024-05-01 18:59:41.244
0996e012-02a4-4b87-9751-3bd705b8ef6c,63f6ad1f-096d-44e7-9e24-e651e0906c09,1,representative,client,"Domino's Pizza, I just ordered a pizza and the crust is completely burnt! It's inedible and I'm so disappointed. Can I please get a refund or a new pizza?",2024-05-01 18:59:41.252
0996e012-02a4-4b87-9751-3bd705b8ef6c,a408caa1-9a5a-4827-b83a-70d7113fea30,1,representative,client,You delivered my pizza with the wrong toppings and it's unacceptable. I specifically asked for no onions and yet they are all over my pizza. This is not the first time this has happened and I am extremely disappointed. I expect better from your establishment.,2024-05-01 18:59:41.255
0996e012-02a4-4b87-9751-3bd705b8ef6c,56d2c147-69b5-46be-aeed-2d39d34ff35f,1,representative,client,"Little Caesars, I am very disappointed with the quality of the pizza I received. The crust was soggy and the toppings were sparse. Not to mention, it took forever for my order to be ready. Not impressed.",2024-05-01 18:59:41.276
0996e012-02a4-4b87-9751-3bd705b8ef6c,cb76d375-55d4-4798-8b5d-4e3b59986142,1,representative,client,"Domino's I just ordered a pizza and it arrived cold and soggy. This is unacceptable, especially since I paid extra for delivery. What is going on with your quality control?",2024-05-01 18:59:41.322
0996e012-02a4-4b87-9751-3bd705b8ef6c,10b97106-8cad-4298-849f-190e6f609937,1,representative,client,I ordered a pizza from your restaurant and it was delivered 30 minutes late. This is unacceptable and I expect a refund.,2024-05-01 18:59:41.346
0996e012-02a4-4b87-9751-3bd705b8ef6c,49495a25-93b0-448a-adc9-8a5a117503e9,1,representative,client,"Papa John's, I am extremely disappointed with my recent pizza order. Not only did the delivery take over an hour, but the pizza was cold and not cooked properly. This has been a huge inconvenience and I expect better from your establishment.",2024-05-01 18:59:41.356
0996e012-02a4-4b87-9751-3bd705b8ef6c,b0263fe8-60b0-4ebe-aa11-1e21782e5d97,1,representative,client,Why is my pizza always cold when it arrives? This is the third time this week and I am fed up with it. I am paying good money for this and I expect better quality. Please fix this issue.,2024-05-01 18:59:41.360
0996e012-02a4-4b87-9751-3bd705b8ef6c,698c49f0-aeff-4822-9851-9452c77808c8,1,representative,client,Domino's pizza crust is always burnt and the toppings are never evenly distributed. It's like a game of hide and seek trying to find the pepperoni. Very disappointed.,2024-05-01 18:59:41.375
0996e012-02a4-4b87-9751-3bd705b8ef6c,0ccc547e-79a6-4c89-b180-7d688cab1a53,1,representative,client,"Hey Pizza Hut, I ordered a pizza an hour ago and it still hasn't arrived. What's going on?",2024-05-01 18:59:41.377
0996e012-02a4-4b87-9751-3bd705b8ef6c,ac4a0710-76b8-4e0a-89f8-575fb9bd6314,1,representative,client,"I ordered a large pepperoni pizza from your restaurant and it arrived cold and soggy. Not the quality I expected, very disappointed.",2024-05-01 18:59:41.398
0996e012-02a4-4b87-9751-3bd705b8ef6c,c12cdf8d-819e-4992-8c75-fdc729ce09c8,1,representative,client,"Domino's Pizza
I just received my order and it's completely wrong! This is the third time this has happened and I am extremely disappointed. Please fix this issue.",2024-05-01 18:59:41.391
0996e012-02a4-4b87-9751-3bd705b8ef6c,def388f7-a278-46b2-b89c-73220b5e4b13,1,representative,client,I just ordered a pepperoni pizza and it was missing half the toppings! What kind of scam is this?! I want a full refund and a free pizza for this inconvenience.,2024-05-01 18:59:41.418
0996e012-02a4-4b87-9751-3bd705b8ef6c,f4eb0258-4be2-4e14-8ba8-b108f4e96900,1,representative,client,Just ordered a pizza and it arrived cold and soggy. Not happy at all. What happened to quality control?,2024-05-01 18:59:41.446
0996e012-02a4-4b87-9751-3bd705b8ef6c,bde3da2e-e399-4bbd-afaa-6a4d850f02c2,1,representative,client,"I ordered a pepperoni pizza from your restaurant and it arrived completely cold. Not to mention, the toppings were barely visible and the crust was burnt. This is unacceptable.",2024-05-01 18:59:41.456
0996e012-02a4-4b87-9751-3bd705b8ef6c,2763d25b-e8cd-408c-8b82-a16ea3e7b92d,1,representative,client,I am extremely disappointed with my pizza from Papa John's. The crust was burnt and the toppings were not even evenly distributed. I expect better quality from a restaurant like this.,2024-05-01 18:59:41.464
0996e012-02a4-4b87-9751-3bd705b8ef6c,5954528c-9e0e-4650-959f-3322f7b6d830,1,representative,client,I ordered a pizza with extra cheese and it arrived with barely any cheese on it. Disappointing and not worth the price.,2024-05-01 18:59:41.483
0996e012-02a4-4b87-9751-3bd705b8ef6c,b2bc71a1-ba87-4e78-8b9d-1659e545baef,1,representative,client,I ordered a pepperoni pizza from your restaurant and it arrived with barely any toppings. Disappointing and not worth the price.,2024-05-01 18:59:41.489
0996e012-02a4-4b87-9751-3bd705b8ef6c,f5b0c4b9-071f-438b-8187-c504407ea705,1,representative,client,Domino's I ordered a large pepperoni pizza and it arrived with half of the pepperoni missing. Can I please get a refund or a replacement?,2024-05-01 18:59:41.500
